phone_number,website,url,hosts,rooms,address,email_address,property_name
502-222-2009,http://www.bluegrasscountryestate.com,http://theinnkeeper.com/listing/bluegrass-country-estate/, Cheryl Sabin,5,"1226 Bluegrass Parkway, La Grange, KY 40031",relax@bluegrasscountryestate.com,Bluegrass Country Estate
(505) 988-4455,http://www.eldoradohotel.com/,http://theinnkeeper.com/listing/eldorado-hotel-spa/, Mike Walling,127,"309 W. San Francisco, Santa Fe, NM 87501",rez@eldoradohotel.com,Eldorado Hotel & Spa
1-802-878-2180,http://www.catamountoutdoor.com,http://theinnkeeper.com/listing/catamount-bed-breakfast/, Lucy & Jim McCullough,3,"592 Governor Chittenden Rd., Williston, VT 05495",info@catamountoutdoor.com,Catamount Bed & Breakfast
011-52-415-1520657,http://www.casaschuck.com,http://theinnkeeper.com/listing/casa-schuck-boutique-hotel/, Susan Cordelli,6,"Garita #3, San Miguel de Allende, Guanajuato,  37700",susan@casaschuck.com,CASA SCHUCK Boutique Hotel
(815)777-3925,http://www.goldmoor.com,http://theinnkeeper.com/listing/the-goldmoor-inn-and-aarons-cottages-and-cabins/, Patricia Goldthorpe,17,"9001 W. Sand Hill, Galena, IL 61036",reservations@goldmoor.com,The Goldmoor Inn and Aaron's Cottages and Cabins
518/854-9339,http://www.bunkerhillinn.com,http://theinnkeeper.com/listing/the-bunker-hill-inn/, Laura Coldwell,5,"412 Bunker Hill Road, Salem, NY 12865",bunkwell@wildblue.net,The Bunker Hill Inn
831-475-4657,http://www.PleasurePointInn.com,http://theinnkeeper.com/listing/pleasure-point-inn-ocean-front/, Tara & Robbie,4,"2-3665 East Cliff Drive, Santa Cruz, CA 04241",Inquiries@PleasurePointInn.com,Pleasure Point Inn Ocean Front
740-385-7489 (800-653-2557),http://innatcedarfalls.com,http://theinnkeeper.com/listing/inn-spa-at-cedar-falls/, Ellen Grinsfelder,26,"21190 St. Rt. 374, Logan, OH 43138",info@innatcedarfalls.com,Inn & Spa At Cedar Falls
859-586-0199,http://www.firstfarminn.com,http://theinnkeeper.com/listing/first-farm-inn/," Jen Warner, Dana Kisor",2,"2510 Stevens Rd, Petersburg, KY 41080",info@firstfarminn.com,First Farm Inn
(808) 261-7895,http://LanikaiBeachRentals.com,http://theinnkeeper.com/listing/hawaiian-islands-bed-breakfast/, Rick Maxey,12,"1277 Mokulua Drive, Kailua, HI 96734",Info@LanikaiBeachRentals.com,Lanikai Beach Rentals
1-928-282-2737,http://www.almadesedona.com,http://theinnkeeper.com/listing/alma-de-sedona-inn/, Lori Reinhold,12,"50 Hozoni Drive, Sedona, AZ 86336",innkeeper@almadesedona.com,Alma de Sedona Inn
250 472 8980,http://www.harohouse.com,http://theinnkeeper.com/listing/haro-house-waterfront-bb/, George and Helena,1,"2878 Mt. Baker View Rd., Victoria, BC V8N 1Z5",haro@telus.net,Haro House Waterfront B&B
/604/ 987 3952,http://www.bc-bedandbreakfast.com,http://theinnkeeper.com/listing/crystals-view-vancouver-bb/, Crystal Davis,3,"420 Tempe Crescent, Vancouver, BC V7N 1E6",info@bc-bedandbreakfast.com,Crystal's View Vancouver B&B
(604)879-7997,http://www.kingscornerbb.com,http://theinnkeeper.com/listing/kings-corner-bb/, Anne King,2,"4006 Glen Dr., Vancouver, BC V5V 4T3",talkischeap@shaw.ca,Kings Corner B&B
902-582-7900,http://www.farmhouseinn.ca,http://theinnkeeper.com/listing/the-farmhouse-inn/, Andrea Kelly & Julie Kelly,6,"9757 Main Street, Canning, Wolfville, NS B0P 1H0",farmhous@ns.sympatico.ca,The Farmhouse Inn
(907) 245-7321,http://www.jewellakebandb.com,http://theinnkeeper.com/listing/jewel-lake-bed-and-breakfast/, Troy Roberts,5,"8125 Jewel Lake Road, Anchorage, AK 99502",info@jewellakebandb.com,Jewel Lake Bed and Breakfast
011-52-951-51-61165,http://www.lasbugambilias.com,http://theinnkeeper.com/listing/las-bugambilias/, Mariana Arroyo and Aurora Cabrera,8,"Reforma # 402 Col. Centro, oaxaca,  CP. 68000",bugambilias@lasbugambilias.com,Las Bugambilias
011-52-951-51-55645,http://www.misrecuerdos.net,http://theinnkeeper.com/listing/la-casa-de-mis-recuerdos/, Nora and William Frederick,10,"Pino Suarez # 508, oaxaca,  CP. 68000",misrecue@hotmail.com,La Casa de Mis Recuerdos
(902) 962-3395,http://www.bayberrycliffinn.com,http://theinnkeeper.com/listing/bayberry-cliff-inn-bb/, Katharina Sieg,4,"Route #4 Little Sands, Wood Islands, PEI C0A 1W0",bayberrycliffinn@hotmail.com,Bayberry Cliff Inn B&B
(506) 363-3420,http://www.onthepond.com/,http://theinnkeeper.com/listing/on-the-pond-country-retreat-spa/, Innkeepers,8,"#20 Route 615, jewett mills, NB E6L 1M2",info@onthepond.com,On the Pond Country Retreat & Spa
1-902-887-2683,http://www.peibandb.com/,http://theinnkeeper.com/listing/art-gallery-bed-and-breakfast/, Arno and Linda Freitag,5,"North Bedeque, summerside, PE C1N 4J9",freitag@pei.sympatico.ca,Art Gallery Bed and Breakfast
360-275-0916,http://www.selahinn.com,http://theinnkeeper.com/listing/selah-inn/, Pat & Bonnie McCullough,4,"130 NE Dulalip Landing, Belfair, WA 98528",innkeeper@selahinn.com,Selah Inn
(403) 262-6570,http://www.inglewoodbedandbreakfast.com,http://theinnkeeper.com/listing/inglewood-bed-breakfast/, Valinda Larson & Helmut Schoderbock,3,"1006  8th Ave SE, Calgary, AB T2G 0M4",info@inglewoodbedandbreakfast.com,Inglewood Bed & Breakfast
315.681.3422,http://www.captainvisgerhouse.com/,http://theinnkeeper.com/listing/the-captain-visger-house/," Cathryn ""Sam"" Munna",4,"2 Church Street, Alexandria Bay, NY 13607",captain.visger.house@gmail.com,The Captain Visger House
315-673-3691,http://www.foxridgebb.com,http://theinnkeeper.com/listing/fox-ridge-bed-breakfast/, Marge & Bob Sykes,3,"4786 Foster Rd, Skaneateles, NY 13152",stay@foxridgebb.com,Fox Ridge Bed & Breakfast
828-321-6027,http://www.hawkesdene.com,http://theinnkeeper.com/listing/hawkesdene-house-bb-inn-and-cottages/, Mark and Melissa Harris,5,"381 Phillips Creek Road, Andrews, NC 28901",info@hawkesdene.com,Hawkesdene House B&B Inn and Cottages
(716) 326-4151,http://www.williamsewardinn.net/,http://theinnkeeper.com/listing/the-william-seward-inn/, Charles and Jane Linton Breeding,12,"6645 South Portage Road, Westfield, NY 14787",wmseward@fairpoint.net,The William Seward Inn
800-497-0176,http://www.berkshirebb.com,http://theinnkeeper.com/listing/berkshire-mountain-house/, Mona & Lee,14,"150 Berkshire Way, Stephentown, NY 12168",info@berkshirebb.com,Berkshire Mountain House
802-253-6282,http://www.stonehillinn.com,http://theinnkeeper.com/listing/stone-hill-inn/, George and Linda,9,"89 Houston Farm Road, Stowe, VT 05672",stay@stonehillinn.com,Stone Hill Inn
845-586-3933,http://www.catskill.net/mmibnb,http://theinnkeeper.com/listing/margaretville-mountain-inn-bb/, Carol & Peter Molnar,11,"Margaretville Mountain Road, Margaretville, NY 12455",mmibnb@catskill.net,Margaretville Mountain Inn B&B
(845)258-5066,http://www.glenwoodhouse.com,http://theinnkeeper.com/listing/glenwood-house-bb-and-cottage-suites/, Andrea Colman,7,"49 Glenwood Rd, Hamlet of Pine Island, Warwick, NY 10990",info@glenwoodhouse.com,Glenwood House B&B and Cottage Suites
910 763-2000,http://www.graystoneinn.com,http://theinnkeeper.com/listing/graystone-inn/, Rich & Marcia Moore,9,"100 S. Third Street, Wilmington, NC 28401",reservations@graystoneinn.com,Graystone Inn
 800-874-1020,http://www.settlerscrossing.com,http://theinnkeeper.com/listing/a-bb-at-settlers-crossing/, David and Melissa,7,"104 Settlers Crossing Road, Fredericksburg, TX 78624",settlers@ktc.com,A B&B at Settlers Crossing
(914) 271-6737,http://www.alexanderhamiltonhouse.com,http://theinnkeeper.com/listing/alexander-hamilton-house/, Barbara Notarius,8,"49 Van Wyck Street, Croton-on-Hudson, NY 10520",alexanderhamiltonhouse@gmail.com,Alexander Hamilton House
1-541-471-8000,http://www.weasku.com,http://theinnkeeper.com/listing/weasku-inn/, Kirt Davis,18,"5560 Rogue River Hwy, Grants Pass, OR 97527",kirt@countryhouseinns.com,Weasku Inn
52-(4) 731-15-17,http://www.mexonline.com/acacias.htm,http://theinnkeeper.com/listing/quinta-las-acacias/, Innkeepers,5,"Paseo de la Presa # 168, guanajuato,  36000",quintalasacacias@prodigy.net.mx,Quinta Las Acacias
(52-322)221 69,http://www.hotelrosita.com/pescador/index.html,http://theinnkeeper.com/listing/el-pescador/, Hosts,,"Paraguay # 1117, Puerto Vallarta, JA 48350",hpescador@pvnet.com.mx,El Pescador
52 (376) 766-1027,http://www.losartistas.com,http://theinnkeeper.com/listing/los-artistas-bb/, Kent & Linda,7,"Constitucion #105, Ajijic, Jalisco,  45920",artistas@laguna.com.mx,Los Artistas B&B
011-52-33.3659-3186,http://www.casadelasflores.com/,http://theinnkeeper.com/listing/casa-de-las-flores/, Jose Luis Gutierrez Llamas,7,"Santos Degollado #175, Tlaquepaque/Guadalajara,  45500",info@casadelasflores.com,Casa de las Flores
011-52(376)5-47-86,http://www.mexonline.com/chapalainn.htm,http://theinnkeeper.com/listing/lake-chapala-inn/, Alicia McNiff,,"23 Paseo Ramon Corona, chapala,  45900",chapalainn@prodigy.net.mx,Lake Chapala Inn
(434) 2 14 74,http://www.mexonline.com/mesondelgallo.htm,http://theinnkeeper.com/listing/hotel-meson-del-gallo/, Dr. Jose Ma. Coss,,"Doctor Coss No. 20, patzcuaro,  61600",hmeson@yahoo.com,Hotel MesÃ_n del Gallo
(415) 2-0220,http://www.casapuestadelsol.com,http://theinnkeeper.com/listing/casa-puesta-del-sol/, Daniel Clayton Scher,7,"11 Fuentes #12, in Colonia Atascadero, San Miguel de Allende, Gto.,  37700",info@casapuestadelsol.com,Casa Puesta del Sol
(210) 271-3442,http://www.brackenridgehouse.com,http://theinnkeeper.com/listing/brackenridge-house-b-and-b/, Roland and Lily,5,"230 Madison, San Antonio, TX 78204",brackenridgebnb@aol.com,Brackenridge House B and B
910-815-0250,http://www.rosehill.com,http://theinnkeeper.com/listing/rosehill-inn-bed-breakfast/, Bob and Patricia Milton,6,"114 South Third street, Wilmington, NC 28401",rosehill@rosehill.com,Rosehill Inn Bed & Breakfast
540-869-0200,http://www.vauclusespring.com,http://theinnkeeper.com/listing/the-inn-at-vaucluse-spring/, Neil and Barry Myers,15,"231 Vaucluse Spring Lane, Stephens City, VA 22655",mail@vauclusespring.com,The Inn at Vaucluse Spring
615.269.3740,http://www.evinsmill.com,http://theinnkeeper.com/listing/the-inn-at-evins-mill/, Tina Clark & Jason Evans,12,"1535 Evins Mill Road, Smithville, TN 37166",info@evinsmill.com,The Inn at Evins Mill
828.668.1115,http://www.innonmillcreek.com,http://theinnkeeper.com/listing/inn-on-mill-creek/, Dave & Brigette Walters,7,"3895 Mill Creek Road, Old Fort, NC 28762",info@innonmillcreek.com,Inn on Mill Creek
011-52-376-536-53,http://www.chapalaliving.com/qq,http://theinnkeeper.com/listing/qq-inn-of-the-plumed-serpent/, N/A,,"Apartado 286, Chapala, JA 45900",qq@chapalaliving.com,QQ â€“ Inn of the Plumed Serpent
52 (434) 342 0368 / 342 3628,http://www.mansioniturbe.com,http://theinnkeeper.com/listing/mansion-iturbe/, Margarita Pedraza Arriaga,12,"Portal Morelos No. 59, patzcuaro,  61600",mansioniturbe@yahoo.com,Mansion Iturbe
206-329-1864,http://www.baconmansion.com,http://theinnkeeper.com/listing/bacon-mansion/, Daryl J. King,11,"959 Broadway E., Seattle, WA 98102",info@baconmansion.com,Bacon Mansion
(707) 786-4949,http://www.a-victorian-inn.com,http://theinnkeeper.com/listing/victorian-inn/, Lowell Daniels,12,"400 Ocean Avenue, Ferndale, CA 95536",innkeeper@a-victorian-inn.com,Victorian Inn
(928) 774-0731,http://www.comficottages.com,http://theinnkeeper.com/listing/comfi-cottages-of-flagstaff/, Pat & Ed Wiebe,8,"3365 N. Antler Crossing, Flagstaff, AZ 86001",pat@comficottages.com,Comfi Cottages of Flagstaff
(716) 282-1459,http://www.redcoach.com,http://theinnkeeper.com/listing/the-red-coach-inn/, Tom Reese,20,"Two Buffalo Avenue, Niagara Falls, NY 14303",innkeeper@redcoach.com,The Red Coach Inn
904-825-3623,http://www.southernwindinn.com,http://theinnkeeper.com/listing/southern-wind-inn-bb/, Scott & Donna Forbes,10,"18 Cordova St., Saint Augustine, FL 32084",innkeeper@southernwindinn.com,Southern Wind Inn B&B
(717) 964-3234,http://www.mtgretnainn.com,http://theinnkeeper.com/listing/mt-gretna-inn/, Harry Short Jr. & Frank Romonoski III,7,"16 Kauffman Ave., Mount Gretna, PA 17064",inn@mtgretna.com,Mt. Gretna Inn
(845) 254-4884,http://www.riverrunbedandbreakfast.com,http://theinnkeeper.com/listing/river-run-bed-breakfast-catskills-new-york/, Melissa and Ben Fenton,9,"882 Main Street, Fleischmanns, NY 12430",info@riverrunbedandbreakfast.com,"River Run Bed & Breakfast â€“ Catskills, New York"
(805) 569-1610,http://www.cheshirecat.com,http://theinnkeeper.com/listing/cheshire-cat-inn-and-cottages/, Christine Dunstan,18,"36 W. Valerio, Santa Barbara, CA 93101",jack@cheshirecat.com,Cheshire Cat Inn and Cottages
518 568 2388,http://www.innbythemill.com,http://theinnkeeper.com/listing/inn-by-the-mill/, Ron & Judith Hezel,5,"1679 Mill Road, Saint Johnsville, NY 13452",information@innbythemill.com,Inn by the Mill
(904) 829-0079,http://www.CedarHouseInn.com,http://theinnkeeper.com/listing/the-cedar-house-inn/, Cynthia Humphrey,7,"79 Cedar Street, Saint Augustine, FL 32084",info@cedarhouseinn.com,The Cedar House Inn
(207) 963-2601,http://www.mainstaycottages-rvpark.com/,http://theinnkeeper.com/listing/main-stay-cottages/, Roger and Pearl Barto,8,"66 Sargent Street, Winter Harbor, ME 04693",boathouse@acadia.net,Main Stay Cottages
(870) 536-6000,http://www.margland.net/,http://theinnkeeper.com/listing/margland-inns/, Wanda,22,"703 West 2nd, Pine Bluff, AR 71601",reservation@margland.net,Margland Inns
907.892.8885,http://alaskasunsetviewresort.com/,http://theinnkeeper.com/listing/sunset-view-bed-breakfast-2/, Ronald and Pamla,5,"South Big Lake Road, Big Lake, AK 99652",stay@alaskasunsetviewresort.com,Sunset View Bed & Breakfast
603.356.5502,http://www.cranmoreinn.com/,http://theinnkeeper.com/listing/cranmore-inn/, Christopher Bellis and Eddie Bennett,19,"80 Kearsarge Street, North Conway, NH 03860",info@cranmoreinn.com,Cranmore Inn
402-558-7600,http://www.cornerstonemansion.com,http://theinnkeeper.com/listing/cornerstone-bed-and-breakfast/, Mona,7,"140 North 39th Street, Omaha, NE 68131",mojohhc@gmail.com,Cornerstone Bed and Breakfast
(402) 476-6961,http://www.rogershouseinn.com/,http://theinnkeeper.com/listing/rogers-house-bed-and-breakfast/, Nora,11,"2145 B Street, Lincoln, NE 68502",Information@RogersHouseInn.com,Rogers House Bed and Breakfast
402.873.5850,http://www.bbwhisperingpines.com,http://theinnkeeper.com/listing/whispering-pines-bed-and-breakfast-2/, Jeanna,5,"2018 6th Avenue, Nebraska City, NE 68410",jeanna@bbwhisperingpines.com,Whispering Pines Bed and Breakfast
307-733-4710,http://www.jacksonholewildflower.com,http://theinnkeeper.com/listing/wildflower-inn-2/, Ken & Sherrie Jern,5,"3725 Teton Village Road, Jackson, WY 83002",jhwildflowerinn@cs.com,Wildflower Inn
402-563-3311,http://www.traditionsinn.com/,http://theinnkeeper.com/listing/traditions-inn-bed-and-breakfast/, Pat and Scott,3,"2905 14th Street, Columbus, NE 68601",samuell@megavision.com,Traditions Inn Bed and Breakfast
(989) 479-3388,http://thestatestreetinn.com,http://theinnkeeper.com/listing/state-street-inn/, Bill and Janice,3,"646 State Street, Harbor Beach, MI 48441",info@TheStateStreetInn.com,State Street Inn
(231) 588-6304,http://www.thehouseonthehill.com,http://theinnkeeper.com/listing/house-on-the-hill-bed-and-breakfast-inn/, Phillip & Marcia,7,"9661 Lake Street, Ellsworth, MI 49729",innkeeper@thehouseonthehill.com,House on the Hill Bed and Breakfast Inn
(760) 327-2314,http://www.villaroyale.com/,http://theinnkeeper.com/listing/villa-royale-bb-inn/, Alexia Sakkinen Medina,31,"1620 Indian Trail, Palm Springs, CA 92264",info@villaroyale.com,Villa Royale B&B Inn
989-465-9364,http://www.buttonvilleinn.com/,http://theinnkeeper.com/listing/buttonville-inn-bed-and-breakfast/, Ron and Candy,4,"3049 Saginaw Road, Coleman, MI 48618",info@buttonvilleinn.com,Buttonville Inn Bed and Breakfast
(231) 264-8994,http://www.cairnhouse.com,http://theinnkeeper.com/listing/cairn-house/, Innkeeper,4,"8160 Cairn Hwy., Elk Rapids, MI 49629",ronniesue13@icloud.com,Cairn House
(609) 397-1516,http://www.chimneyhillinn.com,http://theinnkeeper.com/listing/chimney-hill-estate-inn/, Terry Anderson,12,"207 Goat Hill Road, Lambertville, NJ 08530",info@chimneyhillinn.com,Chimney Hill Estate Inn
(219) 926-5781,http://www.graygooseinn.com,http://theinnkeeper.com/listing/the-gray-goose-inn/, Timothy J. Wilk,8,"350 Indian Boundary Road, Chesterton, IN 46304",graygoose@verizon.net,The Gray Goose Inn
(910) 346-9249,https://millavebandb.wordpress.com/,http://theinnkeeper.com/listing/mill-ave-bed-breakfast/, Linda Hatcher,3,"300 Mill Ave, Jacksonville, NC 28540",whatcher@ec.rr.com,Mill Ave Bed & Breakfast
250-726-2686,http://www.awesomeview.com,http://theinnkeeper.com/listing/a-snug-harbour-inn/, Susan Brown,6,"460 Marine Drive, Ucluelet, BC V0R 3A0",info@awesomeview.com,A Snug Harbour Inn
(908) 996-4999,http://www.widowmccrea.com/,http://theinnkeeper.com/listing/the-widow-mccrea-house/, Burt Patalano & Lynn Marad,6,"53 Kingwood Ave, Frenchtown, NJ 08825",widowmccrea@sprintmail.com,The Widow McCrea House
401-846-0392,http://www.malbone.com,http://theinnkeeper.com/listing/1760-francis-malbone-house/," Janet, AnneMaria, and Will",20,"392 Thames Street, Newport, RI 02840",malboneinnkeeper@gmail.com,Francis Malbone House
888 634-8782,http://www.farolito.com,http://theinnkeeper.com/listing/el-farolito-bed-breakfast-inn/, Walt Wyss,8,"514 Galisteo St., Santa Fe, NM 87501",innkeeper@farolito.com,El Farolito Bed & Breakfast Inn
828-488-2730,http://www.folkestone.com,http://theinnkeeper.com/listing/folkestone-inn-bb/, Kay Creighton & Peggy Myles,10,"101 Folkestone Road, Bryson City, NC 28713",innkeeper@folkestone.com,Folkestone Inn B&B
(828) 264-4204,http://www.lovillhouseinn.com,http://theinnkeeper.com/listing/lovill-house-inn/, Scott & Anne Peecook,6,"404 Old Bristol Road, Boone, NC 28607",innkeeper@lovillhouseinn.com,Lovill House Inn
(252) 473-5619,http://islandhouse-bb.com,http://theinnkeeper.com/listing/island-house-of-wanchese-bb/, Jeanne & Roy Green,4,"104 Old Wharf Road, Wanchese, NC 27981",islandhousebb@earthlink.net,Island House of Wanchese B&B
(207) 963-2689,http://www.blackduck.com,http://theinnkeeper.com/listing/the-black-duck-inn-on-corea-harbor/, Barry Canner and Bob Travers,4,"P.O.Box 39, Winter Harbor, ME 04624",info@blackduck.com,The Black Duck Inn on Corea Harbor
(828-253-4085),http://www.cumberlandfalls.com,http://theinnkeeper.com/listing/at-cumberland-falls-bed-and-breakfast-inn/, Patti Wiles,5,"254 Cumberland Avenue, Asheville, NC 28801",fallsinn@aol.com,At Cumberland Falls Bed and Breakfast Inn
(207) 338-2151,http://www.thealdenhouse.com,http://theinnkeeper.com/listing/the-alden-house-bb/, Rosemarie Cyr and Larry Marshall,7,"63 Church Street, Belfast, ME 04915",aldenhouse@me.com,The Alden House B&B
828-295-3644,http://www.gideonridge.com,http://theinnkeeper.com/listing/gideon-ridge-inn/, Cobb & Cindy,10,"202 Gideon Ridge Road, Blowing Rock, NC 28605",innkeeper@ridge-inn.com,Gideon Ridge Inn
585-394-9232,http://www.morgansamuelsinn.com/,http://theinnkeeper.com/listing/morgan-samuels-inn/, Brad and Connie Smith,6,"2920 Smith Road, Canandaigua, NY 14424",MorSamBB@aol.com,Morgan-Samuels Inn
802.464.5207,http://www.westdoverinn.com,http://theinnkeeper.com/listing/west-dover-inn/, Kathy & Phil,12,"108 Route 100, West Dover, VT 05356",innkeeper@westdoverinn.com,West Dover Inn
843.379.4667,http://www.beaufortinn.com,http://theinnkeeper.com/listing/the-beaufort-inn/, Kristen,28,"809 Port Republic Street, Beaufort, SC 29902",information@beaufortinn.com,The Beaufort Inn
(707) 433-5228,http://www.haydon.com,http://theinnkeeper.com/listing/haydon-street-inn/, John and Keren,8,"321 Haydon Street, Healdsburg, CA 95448",innkeeper@haydon.com,Haydon Street Inn
804.798.3100,http://www.henryclayinn.com/,http://theinnkeeper.com/listing/henry-clay-inn/, Carol Martin,14,"114 N Railroad Ave, Ashland, VA 23005",information@henryclayinn.com,Henry Clay Inn
317.610.5200,http://www.nestleindy.com,http://theinnkeeper.com/listing/nestle-inn-bed-and-breakfast/, Steve and Barb Tegarden,5,"637 N. East Street, Indianapolis, IN 46202",nestleindy@sbcglobal.net,Nestle Inn Bed and Breakfast
(907) 345-6847,http://www.mugsysbb.com/,http://theinnkeeper.com/listing/mugsys-bed-breakfast/, Warren Reynolds,2,"821 Bounty Drive, Anchorage, AK 99515",mugsbb@ak.net,Mugsy's Bed & Breakfast
808-667-9225,http://www.theplantationinn.com,http://theinnkeeper.com/listing/plantation-inn-bed-and-breakfast/, R. Shaw,19,"174 Lahainaluna Road, Lahaina, HI 96761",info@theplantationinn.com,Plantation Inn Bed and Breakfast
434-361-1101,http://www.mark-addy.com,http://theinnkeeper.com/listing/the-mark-addy/, Leslie & Rafael Tal,10,"56 Rodes Farm Dr, Nellysford, VA 22958",info@mark-addy.com,The Mark Addy
(509) 483-4316,http://www.mariannastoltzhouse.com/index.htm,http://theinnkeeper.com/listing/marianna-stoltz-house-bed-and-breakfast/, Phyllis Maguire,4,"427 E. Indiana, Spokane, WA 99207",info@mariannastoltzhouse.com,Marianna Stoltz House Bed and Breakfast
 (802) 533-2647,http://www.thehighlandlodge.com,http://theinnkeeper.com/listing/highland-lodge/, Wilhelmina & David Smith,11,"RR1 Box 1290, Greensboro, VT 05841",willie@highlandlodge.com,Highland Lodge
(802) 453-2223,http://www.fireflybb.com,http://theinnkeeper.com/listing/firefly-ranch/, Marie Louise Link,3,"RD # 1 Quaker Street, Lincoln, VT 05443",issy@fireflybb.com,Firefly Ranch
802 333-4326,http://www.silvermaplelodge.com/,http://theinnkeeper.com/listing/silver-maple-lodge-and-cottages/, Scott & Sharon Wright,15,"520 US Route 5 South, Fairlee, VT 05045",scott@silvermaplelodge.com,Silver Maple Lodge and Cottages
(802) 434-4410,http://www.richmondvictorianinn.com,http://theinnkeeper.com/listing/the-richmond-victorian-inn/, Frank & Joyce Stewart,5,"191 East Main Street, Richmond, VT 05477",innkeeper@richmondvictorianinn.com,The Richmond Victorian Inn
843-577-7970,http://www.vendueinn.com?source=innkeeper,http://theinnkeeper.com/listing/vendue-inn/, Susie Ridder,66,"19 Vendue Range, Charleston, SC 29401",sridder@vendueinn.com,Vendue Inn
(52 999) 9245472,hotelmediomundo.com,http://theinnkeeper.com/listing/mediomundo/, Nicole and Nelson,10,"Calle 55 #533 por 64 y 66, Merida,  97000",info@hotelmediomundo.com,MedioMundo
631-477-0371,http://www.tapestryinn.com/,http://theinnkeeper.com/listing/the-bartlett-house-inn/, Joan Murray,10,"503 Front St., Greenport, NY 11944",ladytapestry@gmail.com,Tapestry House Bed and Breakfast
403-229-1758,http://www.westways.ab.ca/,http://theinnkeeper.com/listing/calgary-westways-bed-breakfast/, Jonathon Lloyd,5,"216 - 25th Avenue S.W., Calgary, AB T2S 0L1",calgary@westways.ab.ca,Calgary Westways Bed & Breakfast
011-52 (322) 221-5597,http://www.casamirador.info/,http://theinnkeeper.com/listing/casa-mirador-bed-breakfast/, Joe & Lynda Petty,5,"Puerto Vallarta, puerto vallarta,  48399",info@casamirador.net,Casa Mirador Bed & Breakfast
(828) 654-9040,http://www.bentcreeknc.com,http://theinnkeeper.com/listing/bent-creek-lodge/, Doug & Jodee Sellers,10,"10 Parkway Crescent, Asheville, NC 28704",info@bentcreeknc.com,Bent Creek Lodge
609-846-1955,http://www.summernites.com,http://theinnkeeper.com/listing/summer-nights/, Sheila & Rick Brown,8,"2110 Atlantic Ave., North Wildwood, NJ 08260",info@summernites.com,Summer Nights
618-474-9100,http://www.beallmansion.com,http://theinnkeeper.com/listing/beall-mansion-an-elegant-bed-and-breakfast-inn/, Jim & Sandy Belote,5,"407 E. 12th St., Alton, IL 62002",bepampered@beallmansion.com,BEALL MANSION An Elegant Bed and Breakfast Inn
740-596-2606,http://www.ravenwoodcastle.com/,http://theinnkeeper.com/listing/ravenwood-castle-2/, Jim and Pam Reed,21,"65666 Bethel Road, New Plymouth, OH 45654",info@ravenwoodcastle.com,Ravenwood Castle
904-829-3155,http://www.ancientcityinn.com/,http://theinnkeeper.com/listing/ancient-city-inn/, Will and Carri Donnan,,"47 San Marco Ave, Saint Augustine, FL 32084",info@ancientcityinn.com,Ancient City Inn
 (805) 344-1300,http://www.thevick.com/,http://theinnkeeper.com/listing/victorian-mansion-bed-breakfast/, Rod Rigole,,"326 Bell St., Los Alamos, CA 93440",info@thevick.com,Victorian Mansion Bed and Breakfast
 (802)-875-2616,http://www.nightwithanative.com,http://theinnkeeper.com/listing/night-with-a-native-bed-breakfast/, Doris M. Hastings,2,"266 Depot St., Chester, VT 05143",nwan@sover.net,Night With A Native Bed & Breakfast
941-981-5331,http://palmettoriverside.com/bnb/,http://theinnkeeper.com/listing/palmetto-riverside-bed-breakfast/, Mieke and Wim Lippens,6,"1102 Riverside Drive, Palmetto, FL 34221",info@palmettoriverside.com,Palmetto Riverside Bed and Breakfast
 800-842-4748 ,http://www.bananacourtyard.com/,http://theinnkeeper.com/listing/1870-banana-courtyard/,,,"1422 N. Rampart St, New Orleans, LA 70116",bananacour@aol.com,1870 Banana Courtyard
(802) 758-2185,http://www.theinnatloverslane.com,http://theinnkeeper.com/listing/inn-at-lovers-lane/, John and Pam Freilich,3,"3740 Rte. 125 West, Bridport, VT 05734",stay@innatloverslane.com,Inn at Lovers Lane
802-247-3126,http://www.dunmoreacres.net,http://theinnkeeper.com/listing/dunmore-acres/, Neil & Kathy and Charles,9,"Rte. 53 Box 2437, Brandon, VT 05733",info@dunmoreacres.net,Dunmore Acres
 888-867-5747,http://www.dovetailinn.com/,http://theinnkeeper.com/listing/dove-tail-inn/, Jean and Jim Kingston,11,"Rt 30, Dorset, VT 05251",jean@dovetailinn.com,Dove Tail Inn
802-476-0760,http://www.maplecroftvermont.com/,http://theinnkeeper.com/listing/maplecroft-bed-and-breakfast/, Dan Jones and Yasunari Ishii,5,"70 Washington Street, Barre, VT 05641",INNKEEPER@MAPLECROFTVERMONT.COM,Maplecroft Bed and Breakfast
(802) 867-4455,http://www.barrowshouse.com,http://theinnkeeper.com/listing/barrows-house/, James & Linda Mc Ginnis,28,"Rte 30, Dorset, VT 05251",innkeepers@barrowshouse.com,Barrows House
(864) 427-7052,http://www.merridun.com,http://theinnkeeper.com/listing/inn-at-merridun/, Jim & Peggy Waller,5,"100 Merridun Place, Union, SC 29379",info@merridun.com,Inn At Merridun
808-882-1653,http://www.houseofrelaxation.com/,http://theinnkeeper.com/listing/hale-hoonanea-bb/, Melanie and Bruce,3,"59-513 Ala Kahua Drive, Kamuela, HI 96743",melanie@houseofrelaxation.com,Hale Ho'onanea B&B
